what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368204409560
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368204409561
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368204410739
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368204410739
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1368204417720
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204418286
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204420372
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368204429311
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1368204434111
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204434744
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204440801
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1368204444506
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1368204445417
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1368204445787
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1368204446243
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368204452452
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1368204454811
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368204456590
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1368204459992
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204460584
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204462660
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1368204467219
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204467788
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204469861
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1368204475642
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204476223
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204478299
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368204484161
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1368204487762
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204488329
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204491323
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368204500642
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368204506361
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204507387
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368204896075
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204896176
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204909259
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204952799
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204956408
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204966100
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1368204966154
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1368204968294
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204970887
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204983687
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1368204983730
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368204985079
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204989528
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205007766
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205012114
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205020196
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1368205020723
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368205024907
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205026248
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205026533
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368205029869
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205037464
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205042030
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1368205042825
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205043294
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205046249
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205046905
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205058202
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1368205059882
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205061347
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.open.hierarchy",1368205061394
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205062235
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.format",1368205062769
no handler,command,processing.plugin.ui,,"processing.plugin.ui.launchApplet",1368205064627
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205078439
started,bundle,processing.plugin.ui,0.2.5.0,"processing.plugin.ui",1368205089714
started,bundle,processing.plugin.core,0.2.5.1,"processing.plugin.core",1368205089763
started,bundle,org.eclipse.ui.cheatsheets,3.3.200.v20090526,"org.eclipse.ui.cheatsheets",1368205096561
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205156304
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205157413
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205159212
executed,command,org.eclipse.mylyn.tasks.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.tasks.ui.command.activateTask",1368205159261
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205160339
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205163432
executed,command,org.eclipse.mylyn.tasks.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.tasks.ui.command.activateTask",1368205163490
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205165591
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205204240
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1368205205330
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205205381
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205207495
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205208214
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368205215713
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205225885
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1368205225927
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368205226267
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205226406
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205227119
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1368205231226
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205231879
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368205236987
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205237084
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368205237543
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368205240818
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205242702
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205266558
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1368205266605
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368205266962
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1368205267675
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205268270
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205273107
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205281804
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205282513
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1368205282977
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205284762
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205285233
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205285533
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205287336
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1368205287365
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368205287818
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1368205288357
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205289235
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205294879
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205296541
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205299104
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1368205299595
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368205300873
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205301604
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205305575
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205306270
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205308431
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1368205311888
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205312528
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205318723
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205319547
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368205321079
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205375640
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1368205376058
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368205376668
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205379342
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205395835
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1368205396681
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205405078
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205472634
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205479664
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368205540732
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205540795
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1368205540807
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368205541081
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205557384
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205559034
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205576207
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205595235
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1368205600474
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205600939
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205604333
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205618425
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205650963
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1368205651046
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368205653027
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205653134
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368205806006
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205806131
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368205807870
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205813820
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205814048
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1368205814070
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205816678
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205843196
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368205846746
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368205851793
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1368205862053
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368205869048
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368205871537
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368205877200
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368205880458
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205881364
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205881666
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368205882768
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205883947
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205915252
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368205918855
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368205924120
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368205924372
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368205936394
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368205936825
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368205936910
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205974478
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205988605
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205989871
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368205995413
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368205997055
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206002745
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206004551
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368206008238
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1368206013464
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1368206014409
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1368206016232
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368206016944
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368206019048
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206019277
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206022799
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1368206023313
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206024253
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.open.hierarchy",1368206024305
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206025860
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368206028119
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206029749
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206030011
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1368206034649
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368206037950
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206042148
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206042579
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368206043335
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1368206045956
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206047038
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206142680
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206143712
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206144420
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206145117
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206460409
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368206462151
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1368206466070
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206466625
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206473482
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1368206475388
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206478734
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368206535363
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368206544428
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1368206550551
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1368206553453
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1368206554016
